name,category,subtypes,phone,website,address,street,city,state,postal_code,country,country_code,rating,reviews,business_status,working_hours,description,about,latitude,longitude,place_id,google_id,domain,email,company_instagram,company_facebook,booking_appointment_link,verified,photos_count,reviews_per_score_5,reviews_per_score_4,services
Village Centre for Integrative Medicine,Medical Center,Medical Center,+1 416-546-4774,https://www.villageintegrativemedicine.com/,"2209 Bloor St W Unit 205, Toronto, ON M6S 2N9",2209 Bloor St W Unit 205,Toronto,Ontario,M6S 2N9,Canada,CA,5,17,OPERATIONAL,"{""Monday"": [""9:30a.m.-6:30p.m.""], ""Tuesday"": [""9:30a.m.-6:30p.m.""], ""Wednesday"": [""9a.m.-6p.m.""], ""Thursday"": [""9a.m.-6p.m.""], ""Friday"": [""9a.m.-6p.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Assistive hearing loop"": false, ""Wheelchair-accessible washroom"": false}, ""Amenities"": {""Gender-neutral washroom"": true, ""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}, ""Parking"": {""Paid parking lot"": true, ""Paid street parking"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",43.6511162,-79.4758017,ChIJq6Y_-IE2K4gRl_yFN_LO9FQ,0x882b3681f83fa6ab:0x54f4cef23785fc97,villageintegrativemedicine.com,drtammygrime@gmail.com,https://www.instagram.com/villageintegrativemedicine,https://www.facebook.com/224208500641,,True,4,17,0,iv_therapy
Mahaya Health Services,Acupuncture clinic,"Naturopathic practitioner, Massage therapist, Acupuncture clinic, Osteopath, Psychotherapist, Reiki therapist, Tea house, Wellness center",+1 647-435-0152,https://mahayahealth.com/,"637 College St, Toronto, ON M6G 1B5",637 College St,Toronto,Ontario,M6G 1B5,Canada,CA,4.9,24,OPERATIONAL,"{""Monday"": [""10a.m.-7p.m.""], ""Tuesday"": [""10a.m.-7p.m.""], ""Wednesday"": [""10a.m.-7p.m.""], ""Thursday"": [""10a.m.-7p.m.""], ""Friday"": [""10a.m.-7p.m.""], ""Saturday"": [""10a.m.-5p.m.""], ""Sunday"": [""10a.m.-5p.m.""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Amenities"": {""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",43.6547265,-79.4151538,ChIJ_zSmWuNSV0AR6BPv3cV6jjk,0x405752e35aa634ff:0x398e7ac5ddef13e8,mahayahealth.com,info@mahayahealth.com,http://instagram.com/mahaya_health_services,https://www.facebook.com/MahayaHealth,https://mahayahealth.janeapp.com/locations/mahaya-health-637-college-st/book?rwg_token=AFd1xnETO4d2XG5O_qrrhXoh8CAlkZmUbBRuElBPsjc9Zy82tZ0HJbxdAw-px-IvkhtcfnLWcaXsA6DadnmYO8ArITjVCXqyHQ%3D%3D,True,2,22,1,"glutathione,hangover_iv,hydration,immune_iv,iv_therapy,myers_cocktail,vitamin_iv"
Dr. Patricia Gabryl ND - Academy Health Centre,Naturopathic practitioner,"Naturopathic practitioner, Community health center",+1 416-234-1451,https://www.academyhealthcentre.com/,"4984 Dundas St W, Toronto, ON M9A 1B7",4984 Dundas St W,Toronto,Ontario,M9A 1B7,Canada,CA,4.7,16,OPERATIONAL,"{""Monday"": [""1-7p.m.""], ""Tuesday"": [""10a.m.-5p.m.""], ""Wednesday"": [""10a.m.-5p.m.""], ""Thursday"": [""10a.m.-6:30p.m.""], ""Friday"": [""Closed""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}, ""Other"": {""Identifies as women-owned"": true}}",43.6472507,-79.530527,ChIJX75fQaQ3K4gRxL9BoPr1TjQ,0x882b37a4415fbe5f:0x344ef5faa041bfc4,academyhealthcentre.com,patricia@academyhealthcentre.com,,,,True,21,14,1,"hydration,iv_therapy,vitamin_iv"
LiveWell Health And Wellness,Osteopath,"Naturopathic practitioner, Massage therapist, Osteopath",+1 416-700-3054,https://www.livewellhealthandwellness.ca/%3Futm_source%3DGBP%26utm_medium%3Dorganic,"1033 Bay St. suite 316, Toronto, ON M5S 3A5",1033 Bay St. suite 316,Toronto,Ontario,M5S 3A5,Canada,CA,5,88,OPERATIONAL,"{""Monday"": [""8a.m.-8p.m.""], ""Tuesday"": [""8a.m.-8p.m.""], ""Wednesday"": [""8a.m.-8p.m.""], ""Thursday"": [""8a.m.-8p.m.""], ""Friday"": [""8a.m.-8p.m.""], ""Saturday"": [""8a.m.-5p.m.""], ""Sunday"": [""8a.m.-5p.m.""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Language assistance"": ""English, Mandarin""}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Gender-neutral washroom"": true, ""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""Free parking lot"": true, ""On-site parking"": true, ""Paid parking garage"": true, ""Paid parking lot"": true, ""Paid street parking"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",43.6662437,-79.387537,ChIJEeCnIOI1K4gRJGJSheuj75s,0x882b35e220a7e011:0x9befa3eb85526224,livewellhealthandwellness.ca,info@livewellhealthandwellness.ca,https://www.instagram.com/livewelltoronto,https://www.facebook.com/LiveWellHealthandWellness/,https://livewellhealthandwellness.janeapp.com/,True,23,87,0,"hydration,iv_therapy,vitamin_iv"
"Dr. Natalie Bozinovski ND., MSc.",Naturopathic practitioner,"Naturopathic practitioner, Nutritionist",+1 647-449-3492,http://healthandthecity.ca/,"1194 Bloor St W 2nd Floor, Toronto, ON M6H 1N2",1194 Bloor St W 2nd Floor,Toronto,Ontario,M6H 1N2,Canada,CA,4.7,19,OPERATIONAL,"{""Monday"": [""12-4p.m.""], ""Tuesday"": [""11a.m.-7p.m.""], ""Wednesday"": [""10a.m.-5p.m.""], ""Thursday"": [""Closed""], ""Friday"": [""Closed""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}}",43.6595493,-79.4380704,ChIJzbqEO800K4gRryZlhsYA1V8,0x882b34cd3b84bacd:0x5fd500c6866526af,healthandthecity.ca,drnatalie@healthandthecity.ca,https://www.instagram.com/dr.natalie.nd,https://www.facebook.com/pages/,https://drnataliebozinovski.janeapp.com/,True,9,17,1,hangover_iv
EnviroMed Clinic,Medical Center,Medical Center,+1 416-929-0707,https://enviromedclinic.com/,"88 Prince Arthur Ave 2nd Floor, Toronto, ON M5R 1B6",88 Prince Arthur Ave 2nd Floor,Toronto,Ontario,M5R 1B6,Canada,CA,4.9,28,OPERATIONAL,"{""Monday"": [""10a.m.-6p.m.""], ""Tuesday"": [""10a.m.-6p.m.""], ""Wednesday"": [""10a.m.-6p.m.""], ""Thursday"": [""10a.m.-6p.m.""], ""Friday"": [""10a.m.-6p.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""Accessibility"": {""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",43.668694,-79.4013403,ChIJyQtsFb00K4gRW-Kq3kt4gNI,0x882b34bd156c0bc9:0xd280784bdeaae25b,enviromedclinic.com,john@enviromedclinic.com,https://www.instagram.com/nontoxicdoc,https://www.facebook.com/nontoxicdoc/,,True,5,27,0,vitamin_iv
"Rosedale Wellness Centre - Massage, Chiropractic & Physiotherapy Toronto",Physical therapist,"Naturopathic practitioner, Acupuncturist, Chiropractor, Massage therapist, Physiotherapist, Orthotics & prosthetics service, Osteopath, Physiotherapy Center, Podiatrist",+1 416-975-0499,https://rosedalewellness.com/,"120 Bloor St E #105, Toronto, ON M4W 1B7",120 Bloor St E #105,Toronto,Ontario,M4W 1B7,Canada,CA,4.8,737,OPERATIONAL,"{""Monday"": [""8:30a.m.-7:30p.m.""], ""Tuesday"": [""8:30a.m.-7:30p.m.""], ""Wednesday"": [""8:30a.m.-7:30p.m.""], ""Thursday"": [""8:30a.m.-7:30p.m.""], ""Friday"": [""8:30a.m.-7:30p.m.""], ""Saturday"": [""9a.m.-5p.m.""], ""Sunday"": [""10a.m.-5p.m.""]}",,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Gender-neutral washroom"": true, ""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",43.6711967,-79.3839517,ChIJcVZzelPL1IkRFur4ThBCxio,0x89d4cb537a735671:0x2ac642104ef8ea16,rosedalewellness.com,ssuk@rosedalewellness.com,https://www.instagram.com/rosedalewellnesscentre,https://www.facebook.com/rosedalewellnesscentre/,https://rosedalewellness.com/book-now/,True,120,675,31,"glutathione,hangover_iv,hydration,immune_iv,iv_therapy,myers_cocktail,vitamin_iv"
Roncy's Apothecary & Clinic,Acupuncture clinic,"Acupuncture clinic, Herb shop, Holistic medicine practitioner",+1 416-537-5303,http://www.roncysapothecaryclinic.com/,"409 Roncesvalles Ave, Toronto, ON M6R 2N1",409 Roncesvalles Ave,Toronto,Ontario,M6R 2N1,Canada,CA,4.6,128,OPERATIONAL,"{""Monday"": [""Closed""], ""Tuesday"": [""12-6p.m.""], ""Wednesday"": [""12-6p.m.""], ""Thursday"": [""12-6p.m.""], ""Friday"": [""12-6p.m.""], ""Saturday"": [""12-6p.m.""], ""Sunday"": [""Closed""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true}, ""Amenities"": {""Gender-neutral washroom"": true, ""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",43.6511311,-79.4507738,ChIJlZJHhzY0K4gRU1rbCm9yTd0,0x882b343687479295:0xdd4d726f0adb5a53,roncysapothecaryclinic.com,hello@roncysapothecaryclinic.com,https://www.instagram.com/roncysapothecaryclinic,https://www.facebook.com/roncysapothecaryclinic,https://rcac.janeapp.com/,True,47,106,12,"glutathione,hangover_iv,hydration,immune_iv,iv_therapy,myers_cocktail,vitamin_iv"
White Lotus Clinic,Naturopathic practitioner,"Naturopathic practitioner, Acupuncture clinic",+1 416-730-8218,https://www.whitelotusclinic.ca/,"121 Willowdale Ave Suite 301, North York, ON M2N 6A3",121 Willowdale Ave Suite 301,North York,Ontario,M2N 6A3,Canada,CA,4.8,19,OPERATIONAL,"{""Monday"": [""9a.m.-5p.m.""], ""Tuesday"": [""9a.m.-5p.m.""], ""Wednesday"": [""9a.m.-5p.m.""], ""Thursday"": [""9a.m.-7p.m.""], ""Friday"": [""9a.m.-5p.m.""], ""Saturday"": [""9:30a.m.-4:30p.m.""], ""Sunday"": [""Closed""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",43.7651463,-79.3998314,ChIJfWo1rGUtK4gRpSzcnyuCaVg,0x882b2d65ac356a7d:0x5869822b9fdc2ca5,whitelotusclinic.ca,drfiona@whitelotusclinic.ca,https://www.instagram.com/whitelotustoronto,https://www.facebook.com/drfionand,,True,9,18,0,"hangover_iv,hydration,immune_iv,iv_therapy,myers_cocktail,vitamin_iv"
Liberty Village Body in Tune,Alternative medicine practitioner,"Naturopathic practitioner, Acupuncture clinic, Chiropractor, Lymph drainage therapist, Massage therapist, Alternative medicine practitioner, Osteopath",+1 416-588-0733,https://bodyintune.ca/,"171 E Liberty St #133, Toronto, ON M6K 3P6",171 E Liberty St #133,Toronto,Ontario,M6K 3P6,Canada,CA,4.7,436,OPERATIONAL,"{""Monday"": [""9a.m.-8p.m.""], ""Tuesday"": [""9a.m.-8p.m.""], ""Wednesday"": [""9a.m.-8p.m.""], ""Thursday"": [""9a.m.-8p.m.""], ""Friday"": [""9a.m.-8p.m.""], ""Saturday"": [""10a.m.-6p.m.""], ""Sunday"": [""11a.m.-6p.m.""]}",,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Gender-neutral washroom"": true, ""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""Paid street parking"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",43.6382383,-79.4181349,ChIJLdmI9QM1K4gRI8D3yIWi-rk,0x882b3503f588d92d:0xb9faa285c8f7c023,bodyintune.ca,hello@bodyologywellness.co,https://www.instagram.com/bodyintune.bodyology,http://www.facebook.com/bittoronto,https://bodyintune.janeapp.com/locations/liberty-village-body-in-tune/book?rwg_token=AFd1xnFZWODGNjKEVzvXixrge3sI5oxsTCVeOQz3sbYfg0Qmby5D8loSaNalI4uWS4w1OVQ9EjttxLlDE_ksCc_rjn4qp2OzTzz1kTl0hNqsWIyQ6E__O6c%3D,True,21,382,21,iv_therapy
Clear Medicine,Vitamin & supplements store,Vitamin & supplements store,+1 416-579-9105,https://shop.clearmedicine.com/,"123 Dupont St, Toronto, ON M5R 1V4",123 Dupont St,Toronto,Ontario,M5R 1V4,Canada,CA,4.5,47,OPERATIONAL,"{""Monday"": [""Closed""], ""Tuesday"": [""9a.m.-2p.m.""], ""Wednesday"": [""Closed""], ""Thursday"": [""Closed""], ""Friday"": [""Closed""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Curbside pickup"": true, ""In-store pickup"": true, ""In-store shopping"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true}, ""Amenities"": {""Gender-neutral washroom"": true, ""Wi-Fi"": true}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Checks"": true, ""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""Free street parking"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",43.6759383,-79.4015286,ChIJIwyvwaE0K4gRT4QvRZvKemQ,0x882b34a1c1af0c23:0x647aca9b452f844f,shop.clearmedicine.com,orders@clearmedicine.com,,https://www.facebook.com/MagenTech\,https://clearmedicine.janeapp.com/,True,22,38,3,chelation
NDcare Naturopathic Clinics,Naturopathic practitioner,"Naturopathic practitioner, Acupuncture clinic, Alternative medicine practitioner, Holistic medicine practitioner, Medical Center, Wellness center",+1 647-330-1551,https://ndcare.ca/,"2455A Queen St E, Toronto, ON M4E 1H7",2455A Queen St E,Toronto,Ontario,M4E 1H7,Canada,CA,5,33,OPERATIONAL,"{""Monday"": [""9:30a.m.-4:30p.m.""], ""Tuesday"": [""9:30a.m.-5:30p.m.""], ""Wednesday"": [""9:30a.m.-6p.m.""], ""Thursday"": [""9:30a.m.-6:30p.m.""], ""Friday"": [""8a.m.-3:30p.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true}, ""Amenities"": {""Gender-neutral washroom"": true, ""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",43.6732739,-79.2836706,ChIJScjCypo0K4gRFUApgXqgjgs,0x882b349acac2c849:0xb8ea07a81294015,ndcare.ca,info@ndcare.ca,https://www.instagram.com/ndcare_naturopathic_clinic,https://www.facebook.com/NDcareClinicDowntown/,http://ndcare.ca/pages/appointments,True,10,33,0,"glutathione,hangover_iv,hydration,immune_iv,iv_therapy,myers_cocktail,vitamin_iv"
The Clara Clinic,Naturopathic practitioner,"Naturopathic practitioner, Medical clinic, Psychotherapist",+1 647-954-1639,https://theclaraclinic.com/,"623 Gerrard St E, Toronto, ON M4M 1Y2",623 Gerrard St E,Toronto,Ontario,M4M 1Y2,Canada,CA,4.8,58,OPERATIONAL,"{""Monday"": [""9a.m.-5p.m.""], ""Tuesday"": [""9a.m.-7p.m.""], ""Wednesday"": [""9a.m.-7p.m.""], ""Thursday"": [""9a.m.-7p.m.""], ""Friday"": [""9a.m.-5p.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Gender-neutral washroom"": true, ""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",43.6656654,-79.3510213,ChIJIQI58mXL1IkRuU746w4EwOg,0x89d4cb65f2390221:0xe8c0040eebf84eb9,theclaraclinic.com,info@theclaraclinic.com,http://instagram.com/hellofunction,,https://theclaraclinic.janeapp.com/,True,20,54,0,"concierge,iv_therapy"
Kingsway Wellness,Health consultant,"Health consultant, Wellness center",+1 416-519-0903,http://www.kingswaywellnessclinic.com/,"2940 Bloor St W 2nd Floor, Toronto, ON M8X 1B6",2940 Bloor St W 2nd Floor,Toronto,Ontario,M8X 1B6,Canada,CA,4.9,60,OPERATIONAL,"{""Monday"": [""9a.m.-8p.m.""], ""Tuesday"": [""9a.m.-8p.m.""], ""Wednesday"": [""9a.m.-8p.m.""], ""Thursday"": [""9a.m.-8p.m.""], ""Friday"": [""9a.m.-8p.m.""], ""Saturday"": [""10a.m.-3p.m.""], ""Sunday"": [""10a.m.-3p.m.""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""Free parking lot"": true}, ""Other"": {""Identifies as women-owned"": true}}",43.6483826,-79.5076813,ChIJv33zGJE3K4gRqA6Au0QhBtk,0x882b379118f37dbf:0xd9062144bb800ea8,kingswaywellnessclinic.com,admin@kingswaywellnessclinic.com,,https://www.facebook.com/1418667555109164,https://kingswaywellness.janeapp.com/locations/kingsway-wellness-ce0c3168-51d3-4fd5-831d-2f0a7cebd0b3/book?rwg_token=AFd1xnGHAj5zORKdLDWHIxQ_70q-egQbAUfeTwu-XglqbuqPuzLJsd477jaeZjCGkzC7B3j8zNvN7pQ1-PsjEPQNeApdHmpUHEee74e79u4RWrLSLuDKrr4%3D,True,19,58,0,"glutathione,hangover_iv,hydration,immune_iv,iv_therapy,myers_cocktail,vitamin_iv"
Restore Integrative Health,Naturopathic practitioner,"Naturopathic practitioner, Acupuncture clinic, Chiropractor, Massage therapist, Osteopath, Psychotherapist",+1 647-725-2525,http://www.restoreyourhealth.ca/,"321 Carlaw Ave Unit 208, Toronto, ON M4M 3L1",321 Carlaw Ave Unit 208,Toronto,Ontario,M4M 3L1,Canada,CA,4.9,88,OPERATIONAL,"{""Monday"": [""9a.m.-7:30p.m.""], ""Tuesday"": [""9a.m.-7:30p.m.""], ""Wednesday"": [""9a.m.-7:30p.m.""], ""Thursday"": [""9a.m.-7:30p.m.""], ""Friday"": [""9a.m.-5p.m.""], ""Saturday"": [""9a.m.-3p.m.""], ""Sunday"": [""Closed""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Gender-neutral washroom"": true, ""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",43.6643736,-79.3411928,ChIJX8Q2_3bL1IkRWsNW7nJadnY,0x89d4cb76ff36c45f:0x76765a72ee56c35a,restoreyourhealth.ca,aliya@restoreyourhealth.ca,,,https://restoreyourhealth.janeapp.com/locations/restore-integrative-health/book?rwg_token=AFd1xnGjEtAdoe0Meub4Y44y0OZoC_HHRMNXlgWvurimGJ1qLFtd1U_7CYTtYJiiug-BlaJRb5rNW0iykIpNGf884zOZ2x1oDw%3D%3D,True,19,80,6,"glutathione,hangover_iv,hydration,immune_iv,iv_therapy,myers_cocktail,vitamin_iv"
Emkiro Health Services | Toronto's Landmark for Healthcare®,Medical Center,"Medical Center, Acupuncturist, Chiropractor, Orthotics & prosthetics service, Physiotherapist, Physiotherapy Center, Podiatrist, Psychotherapist, Vitamin & supplements store",+1 416-977-7474,https://emkiro.ca/,"70 University Avenue #120 Main Floor, Toronto, ON M5J 2M4",70 University Avenue #120 Main Floor,Toronto,Ontario,M5J 2M4,Canada,CA,4.6,323,OPERATIONAL,"{""Monday"": [""8a.m.-7p.m.""], ""Tuesday"": [""8a.m.-7p.m.""], ""Wednesday"": [""8a.m.-7p.m.""], ""Thursday"": [""8a.m.-7p.m.""], ""Friday"": [""8a.m.-6p.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true, ""Wheelchair-accessible entrance"": false}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",43.6467253,-79.3845739,ChIJk0jAsNM0K4gRimTzD6kM5io,0x882b34d3b0c04893:0x2ae60ca90ff3648a,emkiro.ca,tpatla@emkiro.ca,https://www.instagram.com/emkirohealth,https://www.facebook.com/emkirohealth/,https://emkiro.juvonno.com/portal/publicbook.php?step=clinicPractService&dr=0&branch_id=1,True,67,270,23,"hydration,iv_therapy,vitamin_iv"
"Dr. Kathy Nguyen, Hormone Naturopath",Naturopathic practitioner,"Naturopathic practitioner, Holistic medicine practitioner, Medical clinic, Nutritionist, Women's health clinic, Skin care clinic, Wellness center",+1 905-923-2686,https://www.naturopathinetobicoke.com/,"3, 1750 The Queensway Suite 1220, ON M9C 5H5","3, 1750 The Queensway Suite 1220",CA,ON,M9C 5H5,Canada,CA,4.9,34,OPERATIONAL,"{""Monday"": [""9a.m.-7p.m.""], ""Tuesday"": [""9a.m.-7p.m.""], ""Wednesday"": [""9a.m.-7p.m.""], ""Thursday"": [""9a.m.-7p.m.""], ""Friday"": [""9a.m.-7p.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Onsite services"": true, ""Language assistance"": ""English, Vietnamese""}, ""Amenities"": {""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",43.6152071,-79.5574458,ChIJ89IUI4Q5K4gR2CTHByEwtOA,0x882b39842314d2f3:0xe0b4302107c724d8,naturopathinetobicoke.com,info@drkathynd.com,http://www.instagram.com/etobicokenaturopath,https://www.facebook.com/drkathynguyennd,https://kathynguyen.janeapp.com/locations/dr-kathy-nguyen-n-d-virtual-clinic/book?rwg_token=AFd1xnEzsettUO0fzdCvswnu0VDXUoM4cy45kmW9Dpr4zo-oaTUAShmCBbSIaVOmSk46wc5TaNuLIHRZ-dZbVFPuSgi1thDC4Bb2wC0uB0y_L65P4XGIZhM%3D,True,4,33,0,"glutathione,hydration,immune_iv,iv_therapy,myers_cocktail,vitamin_iv"
